age,sex,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,score_text,days_b_screening_arrest,two_year_recid,ses_level,parental_stability,school_status,rehab_success_true,has_mentor,concrete_rehab_plan,success_decile,success_text,flag_low_potential
47.0,Male,Asian,0.0,0.0,0.0,1.0,M,Low,0.0,0.0,5,1,In school,1,1,1,8,High,0
21.0,Male,Other,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,2,1,In school,1,1,0,4,Low,1
29.0,Male,African-American,0.0,0.0,0.0,0.0,M,High,-1.0,1.0,4,1,In school,0,0,0,7,Medium,0
48.0,Male,Caucasian,0.0,0.0,0.0,2.0,F,Low,-1.0,0.0,3,1,Dropout,1,1,0,9,High,0
37.0,Male,Caucasian,0.0,0.0,0.0,4.0,M,Low,-1.0,1.0,2,0,Dropout,0,0,1,7,Medium,0
50.0,Male,Caucasian,0.0,0.0,0.0,3.0,F,Low,-1.0,0.0,4,1,In school,1,0,1,9,High,0
19.0,Male,African-American,0.0,0.0,0.0,3.0,F,High,-1.0,1.0,1,1,In school,0,0,0,3,Low,1
49.0,Male,African-American,2.0,0.0,0.0,13.0,F,Low,-1.0,0.0,1,0,Dropout,1,1,0,2,Low,1
58.0,Male,Caucasian,0.0,0.0,0.0,2.0,F,Medium,-1.0,0.0,5,1,In school,1,1,1,10,High,0
31.0,Male,African-American,0.0,0.0,0.0,6.0,F,High,0.0,0.0,2,1,In school,1,0,1,5,Medium,0
23.0,Male,African-American,0.0,0.0,2.0,1.0,M,Medium,-1.0,0.0,1,0,Dropout,1,0,1,4,Low,1
23.0,Female,African-American,0.0,0.0,0.0,0.0,F,Low,0.0,1.0,2,1,In school,0,0,0,6,Medium,0
31.0,Male,Caucasian,0.0,0.0,0.0,17.0,F,High,-1.0,1.0,1,0,In school,0,0,0,3,Low,1
33.0,Male,Other,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,5,1,In school,0,0,1,4,Low,1
57.0,Male,Caucasian,0.0,0.0,0.0,6.0,F,Low,-23.0,0.0,5,1,In school,1,0,1,9,High,0
31.0,Female,Caucasian,0.0,0.0,0.0,0.0,M,Low,-3.0,0.0,4,0,In school,1,0,0,3,Low,1
57.0,Male,African-American,0.0,0.0,0.0,19.0,F,Medium,-1.0,0.0,1,0,In school,1,1,1,3,Low,1
57.0,Male,Caucasian,0.0,0.0,0.0,12.0,M,Medium,0.0,0.0,1,0,Dropout,1,0,0,5,Medium,0
29.0,Male,African-American,0.0,0.0,0.0,6.0,M,Medium,-1.0,1.0,3,1,In school,0,0,0,9,High,0
30.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,0.0,1.0,3,0,Dropout,0,0,0,3,Low,1
45.0,Male,African-American,0.0,0.0,0.0,11.0,F,Low,-1.0,0.0,1,0,In school,1,0,0,3,Low,1
42.0,Male,Caucasian,0.0,0.0,0.0,0.0,F,Medium,0.0,0.0,3,1,In school,1,0,0,10,High,0
48.0,Male,Other,0.0,0.0,0.0,7.0,F,Low,-1.0,0.0,3,1,In school,1,1,0,7,Medium,0
29.0,Male,African-American,0.0,2.0,0.0,12.0,F,High,0.0,1.0,1,0,Dropout,0,0,0,1,Low,1
28.0,Female,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,3,0,In school,1,0,1,8,High,0
25.0,Male,African-American,0.0,0.0,0.0,1.0,M,Low,-1.0,1.0,3,1,In school,0,0,0,7,Medium,0
34.0,Female,Caucasian,0.0,0.0,0.0,3.0,M,Medium,-1.0,0.0,3,0,In school,1,1,1,5,Medium,0
27.0,Male,African-American,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,3,1,Dropout,1,0,0,6,Medium,0
39.0,Male,African-American,0.0,0.0,0.0,4.0,F,Low,0.0,0.0,5,1,In school,1,0,1,10,High,0
27.0,Male,African-American,0.0,0.0,0.0,4.0,F,Medium,-1.0,1.0,2,0,Dropout,0,1,0,2,Low,1
30.0,Male,Caucasian,0.0,0.0,1.0,7.0,F,High,-1.0,1.0,1,0,Dropout,0,0,0,2,Low,1
31.0,Male,African-American,3.0,0.0,1.0,15.0,M,High,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
20.0,Male,African-American,0.0,0.0,1.0,1.0,M,High,-1.0,1.0,1,1,Dropout,0,0,0,4,Low,1
26.0,Male,Caucasian,0.0,0.0,0.0,2.0,F,High,-1.0,1.0,3,1,Dropout,0,0,0,4,Low,1
34.0,Male,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,4,0,Dropout,0,1,0,2,Low,1
27.0,Male,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,2,1,Dropout,1,1,1,5,Medium,0
29.0,Male,African-American,0.0,0.0,0.0,4.0,F,Low,-1.0,0.0,3,1,In school,1,0,1,8,High,0
27.0,Male,African-American,0.0,0.0,0.0,7.0,F,Medium,-1.0,0.0,2,1,Dropout,1,0,0,2,Low,1
24.0,Female,Caucasian,0.0,0.0,0.0,0.0,F,High,-1.0,0.0,3,0,Dropout,1,1,1,3,Low,1
29.0,Male,African-American,0.0,0.0,0.0,0.0,F,Medium,-1.0,1.0,3,1,In school,0,0,0,6,Medium,0
20.0,Male,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,3,1,In school,1,0,0,5,Medium,0
23.0,Female,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,4,1,In school,1,1,0,7,Medium,0
48.0,Female,African-American,0.0,0.0,0.0,0.0,M,Low,0.0,0.0,5,0,Dropout,1,1,0,10,High,0
34.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,0.0,1.0,5,1,In school,0,0,0,5,Medium,0
46.0,Male,African-American,0.0,0.0,0.0,1.0,M,Medium,-1.0,1.0,5,1,In school,0,0,0,7,Medium,0
41.0,Female,Caucasian,0.0,0.0,0.0,3.0,F,Medium,-1.0,0.0,3,0,Dropout,1,1,0,3,Low,1
26.0,Male,African-American,0.0,0.0,0.0,3.0,F,Medium,-1.0,1.0,2,0,Dropout,0,1,0,2,Low,1
37.0,Male,African-American,0.0,0.0,0.0,11.0,F,High,-1.0,1.0,2,1,Dropout,0,0,1,2,Low,1
22.0,Female,Caucasian,0.0,0.0,0.0,2.0,F,Low,-1.0,0.0,2,0,Dropout,1,1,1,3,Low,1
32.0,Male,African-American,0.0,0.0,0.0,7.0,F,Low,-1.0,0.0,1,1,In school,1,0,1,5,Medium,0
44.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,4,1,Dropout,1,1,1,9,High,0
60.0,Male,African-American,0.0,0.0,0.0,3.0,M,Low,-1.0,0.0,5,0,In school,1,1,0,8,High,0
49.0,Male,Caucasian,0.0,0.0,0.0,0.0,F,Low,0.0,0.0,4,1,In school,1,0,0,6,Medium,0
30.0,Male,African-American,0.0,0.0,0.0,10.0,M,Low,0.0,1.0,1,1,Dropout,0,1,0,4,Low,1
52.0,Male,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,4,1,Dropout,1,1,0,5,Medium,0
34.0,Male,African-American,0.0,0.0,0.0,0.0,F,High,-1.0,0.0,4,1,Dropout,1,0,0,3,Low,1
55.0,Male,African-American,0.0,0.0,0.0,5.0,F,Low,-1.0,1.0,4,1,In school,0,0,0,7,Medium,0
33.0,Male,African-American,0.0,0.0,0.0,0.0,M,Medium,-1.0,0.0,2,0,Dropout,1,0,0,8,High,0
22.0,Male,African-American,0.0,0.0,0.0,0.0,F,Medium,-1.0,1.0,2,0,In school,0,0,0,1,Low,1
27.0,Female,African-American,0.0,0.0,0.0,0.0,M,Low,0.0,0.0,3,0,In school,1,1,1,3,Low,1
20.0,Male,African-American,0.0,0.0,2.0,0.0,F,Medium,-1.0,1.0,2,1,In school,0,0,0,7,Medium,0
33.0,Male,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,5,0,In school,1,0,1,6,Medium,0
26.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,3,1,In school,1,1,1,9,High,0
29.0,Male,African-American,0.0,0.0,0.0,0.0,M,Medium,-1.0,0.0,3,1,In school,1,1,0,6,Medium,0
32.0,Male,African-American,0.0,0.0,0.0,1.0,M,Low,0.0,0.0,4,1,Dropout,1,0,0,7,Medium,0
37.0,Male,Caucasian,0.0,0.0,0.0,4.0,M,Low,0.0,0.0,3,1,Dropout,1,1,0,10,High,0
31.0,Male,African-American,0.0,0.0,0.0,15.0,F,High,0.0,0.0,1,1,Dropout,1,1,1,2,Low,1
29.0,Male,African-American,0.0,0.0,0.0,6.0,F,High,-1.0,1.0,1,1,Dropout,0,0,0,5,Medium,0
31.0,Male,African-American,0.0,0.0,0.0,6.0,F,Low,0.0,0.0,3,1,In school,1,0,1,9,High,0
36.0,Female,Caucasian,0.0,0.0,0.0,2.0,F,Low,-1.0,0.0,4,1,Dropout,1,0,0,3,Low,1
37.0,Female,African-American,0.0,0.0,0.0,1.0,F,Low,-11.0,0.0,5,1,In school,1,0,1,10,High,0
34.0,Male,Caucasian,0.0,0.0,0.0,5.0,M,Low,-1.0,1.0,3,0,In school,0,0,0,4,Low,1
20.0,Male,Caucasian,0.0,0.0,0.0,1.0,M,Medium,-1.0,1.0,3,0,Dropout,0,1,0,3,Low,1
24.0,Male,Caucasian,0.0,0.0,2.0,8.0,F,High,-1.0,1.0,1,0,Dropout,0,0,0,2,Low,1
29.0,Male,African-American,0.0,1.0,0.0,8.0,M,High,-1.0,1.0,1,1,Dropout,0,0,0,2,Low,1
45.0,Female,African-American,0.0,0.0,0.0,1.0,F,Low,-4.0,0.0,5,0,In school,1,0,0,8,High,0
34.0,Male,Caucasian,0.0,0.0,0.0,2.0,F,Medium,-1.0,1.0,4,1,In school,0,0,0,7,Medium,0
70.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,5,1,In school,1,1,0,10,High,0
23.0,Male,African-American,1.0,0.0,0.0,4.0,F,High,-1.0,0.0,1,1,Dropout,1,0,0,2,Low,1
27.0,Male,Caucasian,0.0,0.0,0.0,5.0,M,Low,-12.0,0.0,1,0,Dropout,1,0,1,6,Medium,0
44.0,Male,Caucasian,0.0,0.0,0.0,6.0,F,Medium,-1.0,1.0,3,1,Dropout,0,0,0,2,Low,1
26.0,Male,African-American,0.0,0.0,0.0,0.0,M,Medium,-1.0,0.0,3,1,Dropout,1,1,1,8,High,0
23.0,Female,Caucasian,0.0,0.0,0.0,2.0,M,Medium,-1.0,0.0,3,0,Dropout,1,0,0,4,Low,1
27.0,Male,African-American,0.0,0.0,0.0,3.0,F,High,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
46.0,Female,Caucasian,0.0,0.0,0.0,1.0,F,Low,-1.0,0.0,3,1,Dropout,1,1,1,7,Medium,0
27.0,Female,African-American,1.0,0.0,0.0,1.0,F,Medium,0.0,0.0,2,0,Dropout,1,0,0,2,Low,1
45.0,Male,Caucasian,0.0,0.0,0.0,7.0,F,Low,-1.0,0.0,2,0,In school,1,0,1,8,High,0
42.0,Male,African-American,0.0,0.0,0.0,1.0,M,Medium,-12.0,0.0,4,1,In school,1,1,1,7,Medium,0
24.0,Female,Caucasian,0.0,1.0,0.0,3.0,M,Medium,-1.0,1.0,2,1,Dropout,0,0,0,1,Low,1
20.0,Male,African-American,1.0,1.0,1.0,2.0,F,High,-1.0,1.0,1,0,In school,0,1,0,6,Medium,0
49.0,Male,Caucasian,0.0,0.0,0.0,3.0,F,Low,0.0,0.0,4,1,In school,1,1,0,9,High,0
29.0,Male,Hispanic,0.0,0.0,0.0,0.0,F,Low,0.0,0.0,4,1,In school,1,1,1,10,High,0
52.0,Female,Caucasian,0.0,0.0,0.0,1.0,F,Low,-8.0,0.0,5,1,In school,1,1,0,8,High,0
37.0,Male,Hispanic,0.0,0.0,0.0,4.0,M,Low,0.0,1.0,3,1,In school,0,0,0,2,Low,1
26.0,Male,African-American,0.0,0.0,0.0,1.0,M,Low,-1.0,0.0,3,1,Dropout,1,0,1,10,High,0
53.0,Male,African-American,0.0,0.0,0.0,15.0,F,Low,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
47.0,Male,Hispanic,0.0,0.0,0.0,1.0,F,Low,-27.0,0.0,5,1,Dropout,1,1,1,9,High,0
38.0,Male,African-American,0.0,0.0,0.0,0.0,M,High,-1.0,1.0,5,1,In school,0,0,0,9,High,0
25.0,Male,African-American,0.0,0.0,0.0,1.0,F,Medium,0.0,0.0,4,1,In school,1,1,0,8,High,0
21.0,Male,African-American,1.0,0.0,0.0,1.0,F,High,-1.0,1.0,1,0,In school,0,0,0,3,Low,1
48.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,0.0,0.0,5,1,In school,1,1,1,10,High,0
24.0,Female,Other,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,2,0,In school,1,1,1,5,Medium,0
22.0,Male,African-American,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,2,1,In school,0,0,0,7,Medium,0
38.0,Male,Caucasian,0.0,0.0,0.0,2.0,M,Low,0.0,0.0,4,1,In school,1,0,0,4,Low,1
23.0,Male,Other,0.0,0.0,0.0,0.0,F,Low,0.0,1.0,5,1,Dropout,0,0,0,8,High,0
54.0,Male,Other,0.0,0.0,0.0,2.0,M,Low,-1.0,0.0,5,1,In school,1,1,0,6,Medium,0
24.0,Male,Hispanic,0.0,0.0,0.0,1.0,F,Low,0.0,0.0,3,0,Dropout,1,1,1,7,Medium,0
44.0,Female,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,1.0,5,0,In school,0,0,0,7,Medium,0
64.0,Male,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,5,1,In school,1,0,0,9,High,0
38.0,Male,Caucasian,0.0,0.0,0.0,5.0,M,Medium,-18.0,1.0,2,0,In school,0,0,0,3,Low,1
45.0,Female,Other,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,4,1,In school,1,1,1,8,High,0
49.0,Male,African-American,0.0,0.0,0.0,1.0,F,Medium,-1.0,0.0,5,1,In school,1,0,1,8,High,0
33.0,Male,Asian,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,5,0,Dropout,1,0,1,5,Medium,0
44.0,Male,Hispanic,0.0,0.0,0.0,2.0,F,Low,-1.0,0.0,5,1,In school,1,0,1,10,High,0
51.0,Male,African-American,0.0,0.0,0.0,3.0,F,Low,-1.0,0.0,5,1,Dropout,1,0,1,10,High,0
50.0,Male,African-American,0.0,0.0,0.0,0.0,F,Low,0.0,0.0,5,1,In school,1,0,0,8,High,0
33.0,Male,Caucasian,0.0,2.0,0.0,2.0,M,Low,-22.0,0.0,2,1,Dropout,1,1,0,6,Medium,0
54.0,Female,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,5,0,In school,1,1,0,8,High,0
28.0,Male,Hispanic,0.0,0.0,0.0,3.0,F,Medium,-1.0,1.0,1,1,Dropout,0,0,0,2,Low,1
42.0,Male,African-American,0.0,0.0,0.0,17.0,M,Medium,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
34.0,Male,Caucasian,0.0,0.0,0.0,3.0,F,Low,-1.0,0.0,3,1,In school,1,0,1,9,High,0
38.0,Male,Caucasian,0.0,0.0,0.0,2.0,F,Low,-1.0,1.0,4,0,Dropout,0,0,1,5,Medium,0
21.0,Male,African-American,0.0,0.0,0.0,1.0,F,High,-1.0,1.0,3,1,Dropout,0,0,0,2,Low,1
33.0,Male,African-American,0.0,0.0,0.0,5.0,F,Low,0.0,0.0,1,0,In school,1,0,1,9,High,0
32.0,Male,African-American,0.0,0.0,1.0,9.0,M,Medium,-1.0,1.0,1,1,Dropout,0,0,1,6,Medium,0
45.0,Male,Caucasian,0.0,0.0,0.0,1.0,M,Low,0.0,0.0,5,0,In school,1,1,1,9,High,0
30.0,Male,Caucasian,0.0,0.0,0.0,1.0,F,High,-1.0,1.0,3,0,In school,0,0,0,2,Low,1
29.0,Female,African-American,0.0,0.0,0.0,0.0,F,High,-1.0,0.0,4,1,In school,1,0,1,9,High,0
51.0,Female,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,1.0,5,1,In school,0,1,0,8,High,0
28.0,Female,African-American,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,3,1,Dropout,1,0,1,7,Medium,0
27.0,Male,Caucasian,0.0,0.0,0.0,1.0,F,Low,-1.0,0.0,3,1,In school,1,0,1,10,High,0
28.0,Male,Hispanic,0.0,0.0,0.0,16.0,F,High,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
30.0,Female,African-American,0.0,0.0,0.0,0.0,F,Low,0.0,0.0,4,1,In school,1,1,1,10,High,0
32.0,Male,African-American,0.0,0.0,0.0,0.0,M,Medium,-1.0,0.0,3,1,Dropout,1,1,1,7,Medium,0
27.0,Male,Caucasian,0.0,0.0,0.0,5.0,F,Low,-1.0,0.0,2,1,In school,1,1,1,7,Medium,0
21.0,Male,Hispanic,0.0,0.0,0.0,1.0,F,Medium,-1.0,1.0,1,1,In school,0,1,0,9,High,0
21.0,Male,African-American,0.0,0.0,0.0,0.0,F,Medium,-1.0,0.0,4,0,In school,1,1,1,9,High,0
34.0,Female,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,4,1,In school,0,1,0,6,Medium,0
24.0,Male,African-American,0.0,0.0,0.0,7.0,F,High,-1.0,1.0,1,0,Dropout,0,0,1,2,Low,1
32.0,Male,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,5,0,In school,1,1,1,9,High,0
38.0,Female,Caucasian,0.0,0.0,0.0,5.0,F,Medium,-1.0,1.0,2,1,Dropout,0,0,0,3,Low,1
56.0,Male,African-American,0.0,0.0,0.0,3.0,M,Low,-28.0,0.0,4,1,In school,1,0,0,9,High,0
44.0,Female,African-American,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,5,1,In school,1,0,0,8,High,0
31.0,Male,African-American,0.0,0.0,0.0,1.0,M,Medium,-1.0,1.0,3,1,Dropout,0,0,1,1,Low,1
25.0,Female,Caucasian,0.0,0.0,0.0,6.0,F,Medium,-1.0,0.0,3,1,In school,1,1,0,8,High,0
20.0,Female,African-American,0.0,0.0,0.0,0.0,M,Medium,-1.0,0.0,4,1,Dropout,1,0,1,7,Medium,0
35.0,Male,African-American,0.0,0.0,0.0,1.0,M,Medium,-1.0,0.0,2,0,In school,1,0,1,7,Medium,0
33.0,Male,African-American,0.0,0.0,0.0,1.0,F,Low,-1.0,1.0,4,0,In school,0,0,0,4,Low,1
24.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,4,1,In school,1,1,1,6,Medium,0
40.0,Female,Hispanic,0.0,0.0,0.0,2.0,M,Low,-7.0,0.0,4,1,In school,1,0,1,7,Medium,0
27.0,Male,African-American,0.0,0.0,0.0,9.0,F,High,0.0,1.0,1,0,Dropout,0,0,0,3,Low,1
38.0,Male,African-American,0.0,0.0,0.0,9.0,F,Medium,-1.0,1.0,3,0,In school,0,0,0,3,Low,1
20.0,Male,Caucasian,0.0,0.0,1.0,0.0,F,Medium,-1.0,1.0,3,0,Dropout,0,0,0,2,Low,1
30.0,Male,African-American,0.0,0.0,0.0,9.0,F,Low,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
36.0,Male,Caucasian,0.0,0.0,0.0,9.0,F,Medium,0.0,1.0,1,0,In school,0,0,0,2,Low,1
23.0,Male,African-American,0.0,0.0,0.0,2.0,M,High,-1.0,1.0,2,0,In school,0,1,0,2,Low,1
39.0,Male,African-American,0.0,0.0,0.0,21.0,F,High,-1.0,1.0,1,0,In school,0,0,1,1,Low,1
29.0,Male,Caucasian,0.0,0.0,0.0,3.0,F,Medium,-1.0,1.0,1,1,Dropout,0,1,0,6,Medium,0
58.0,Male,Caucasian,0.0,0.0,0.0,2.0,M,Low,-1.0,1.0,4,0,In school,0,0,0,7,Medium,0
23.0,Male,Hispanic,0.0,0.0,1.0,2.0,F,Medium,-1.0,0.0,1,0,In school,1,1,1,8,High,0
23.0,Male,Caucasian,0.0,0.0,0.0,3.0,M,High,-1.0,1.0,3,0,Dropout,0,0,0,6,Medium,0
68.0,Female,African-American,0.0,0.0,0.0,5.0,F,Low,-4.0,0.0,5,1,In school,1,1,1,4,Low,1
26.0,Female,Caucasian,0.0,0.0,0.0,2.0,M,Medium,0.0,0.0,3,0,In school,1,0,1,7,Medium,0
51.0,Male,African-American,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,5,0,In school,0,0,0,4,Low,1
25.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,2,1,In school,1,0,1,9,High,0
40.0,Male,African-American,0.0,0.0,0.0,5.0,F,High,0.0,1.0,2,0,Dropout,0,0,0,1,Low,1
51.0,Male,African-American,0.0,0.0,0.0,14.0,F,Medium,-11.0,0.0,2,1,In school,1,1,1,5,Medium,0
27.0,Male,African-American,0.0,0.0,0.0,2.0,M,Medium,-1.0,1.0,2,0,In school,0,0,0,1,Low,1
49.0,Male,African-American,0.0,0.0,0.0,11.0,M,Medium,-1.0,1.0,2,0,Dropout,0,1,0,2,Low,1
36.0,Male,Other,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,4,0,In school,1,0,1,9,High,0
20.0,Male,African-American,0.0,0.0,0.0,0.0,F,Low,-4.0,0.0,2,0,Dropout,1,1,0,4,Low,1
21.0,Male,African-American,0.0,0.0,0.0,2.0,F,High,0.0,1.0,3,1,In school,0,0,1,3,Low,1
31.0,Female,African-American,0.0,0.0,0.0,0.0,F,Low,0.0,0.0,4,1,Dropout,1,0,0,10,High,0
57.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,0.0,0.0,5,1,In school,1,1,1,10,High,0
61.0,Female,Caucasian,0.0,0.0,0.0,8.0,F,Low,0.0,1.0,5,1,In school,0,0,0,9,High,0
35.0,Male,Hispanic,0.0,0.0,0.0,3.0,F,Low,-23.0,1.0,3,0,In school,0,0,0,7,Medium,0
54.0,Male,African-American,0.0,0.0,0.0,3.0,F,Medium,-1.0,1.0,3,0,Dropout,0,1,0,1,Low,1
39.0,Male,Caucasian,0.0,0.0,0.0,0.0,F,Low,-1.0,0.0,5,1,In school,1,1,0,7,Medium,0
24.0,Male,African-American,0.0,1.0,0.0,1.0,F,Medium,-1.0,0.0,2,1,Dropout,1,1,0,7,Medium,0
29.0,Female,Hispanic,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,3,1,In school,0,0,0,4,Low,1
48.0,Male,African-American,0.0,0.0,1.0,8.0,F,High,-1.0,1.0,2,0,In school,0,0,0,3,Low,1
30.0,Male,African-American,0.0,0.0,1.0,6.0,M,Medium,0.0,1.0,1,0,In school,0,0,0,3,Low,1
26.0,Male,African-American,0.0,1.0,0.0,10.0,F,High,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
37.0,Male,African-American,0.0,0.0,0.0,12.0,F,High,0.0,1.0,1,1,Dropout,0,0,0,2,Low,1
26.0,Male,African-American,0.0,0.0,0.0,4.0,F,Medium,0.0,1.0,3,1,Dropout,0,0,0,6,Medium,0
29.0,Male,African-American,0.0,0.0,0.0,7.0,M,High,0.0,1.0,3,0,In school,0,0,0,6,Medium,0
26.0,Male,African-American,0.0,0.0,0.0,1.0,M,Medium,-1.0,1.0,2,0,In school,0,0,0,6,Medium,0
60.0,Male,African-American,0.0,0.0,0.0,2.0,F,Low,0.0,0.0,5,0,In school,1,1,1,10,High,0
27.0,Male,Caucasian,0.0,0.0,0.0,2.0,F,Medium,-1.0,1.0,3,1,In school,0,0,0,7,Medium,0
22.0,Male,Caucasian,0.0,0.0,1.0,1.0,F,Medium,-1.0,0.0,2,0,In school,1,0,0,6,Medium,0
28.0,Male,African-American,0.0,0.0,0.0,3.0,F,Medium,0.0,0.0,2,0,In school,1,1,0,6,Medium,0
33.0,Male,African-American,0.0,0.0,0.0,13.0,F,Medium,0.0,1.0,1,0,In school,0,0,0,2,Low,1
28.0,Male,African-American,0.0,0.0,0.0,2.0,F,Low,-1.0,0.0,2,0,In school,1,1,1,3,Low,1
55.0,Male,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,1.0,5,1,In school,0,1,0,6,Medium,0
21.0,Male,African-American,0.0,1.0,0.0,6.0,F,High,-19.0,1.0,1,0,Dropout,0,0,1,1,Low,1
28.0,Male,Hispanic,0.0,0.0,0.0,2.0,F,Low,-1.0,1.0,2,0,Dropout,0,1,0,1,Low,1
22.0,Female,Hispanic,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,3,1,In school,1,0,1,9,High,0
29.0,Female,Caucasian,0.0,0.0,0.0,6.0,F,Medium,-2.0,1.0,3,0,Dropout,0,0,0,3,Low,1
24.0,Male,African-American,0.0,0.0,0.0,2.0,M,High,0.0,1.0,2,0,Dropout,0,0,0,2,Low,1
50.0,Male,African-American,0.0,0.0,0.0,12.0,F,Low,-22.0,1.0,2,1,Dropout,0,0,0,4,Low,1
24.0,Male,African-American,0.0,0.0,0.0,1.0,M,Medium,-1.0,1.0,3,1,In school,0,0,0,9,High,0
47.0,Male,African-American,0.0,0.0,0.0,1.0,F,Low,-1.0,0.0,5,1,In school,1,0,0,9,High,0
54.0,Male,Caucasian,0.0,0.0,0.0,6.0,F,Low,0.0,0.0,5,1,In school,1,0,1,10,High,0
42.0,Female,Caucasian,0.0,0.0,0.0,0.0,M,Low,-1.0,0.0,3,1,Dropout,1,1,1,7,Medium,0
35.0,Male,Caucasian,0.0,0.0,0.0,5.0,F,Low,-20.0,0.0,1,1,In school,1,1,0,9,High,0
30.0,Male,African-American,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,2,1,Dropout,0,0,0,7,Medium,0
53.0,Male,Caucasian,0.0,0.0,0.0,1.0,F,Low,-1.0,0.0,5,1,In school,1,1,0,10,High,0
31.0,Female,African-American,0.0,0.0,0.0,2.0,M,Low,-1.0,0.0,3,1,In school,1,1,1,8,High,0
31.0,Male,African-American,0.0,0.0,0.0,0.0,F,Low,-1.0,1.0,5,1,In school,0,1,0,8,High,0
23.0,Male,Other,0.0,0.0,0.0,4.0,F,High,-1.0,0.0,2,0,Dropout,1,1,0,3,Low,1
47.0,Male,African-American,0.0,0.0,0.0,9.0,F,Low,-1.0,0.0,3,1,In school,1,1,0,7,Medium,0
24.0,Male,African-American,0.0,1.0,0.0,9.0,M,High,-1.0,1.0,1,0,Dropout,0,0,1,3,Low,1
22.0,Female,African-American,0.0,1.0,0.0,2.0,F,High,-1.0,0.0,2,0,In school,1,1,1,3,Low,1
45.0,Male,Hispanic,0.0,0.0,0.0,1.0,M,Low,-22.0,0.0,4,0,Dropout,1,1,0,9,High,0
30.0,Female,African-American,0.0,0.0,0.0,2.0,F,Low,-1.0,0.0,2,1,Dropout,1,0,0,5,Medium,0
30.0,Male,Other,0.0,0.0,0.0,5.0,M,High,-1.0,1.0,1,0,In school,0,0,0,9,High,0
43.0,Female,Caucasian,0.0,0.0,0.0,22.0,M,High,-1.0,1.0,1,0,Dropout,0,0,0,1,Low,1
50.0,Male,African-American,0.0,0.0,0.0,0.0,M,Low,0.0,0.0,4,0,Dropout,1,0,0,6,Medium,0
24.0,Female,Other,0.0,0.0,0.0,2.0,F,Low,-1.0,1.0,2,1,Dropout,0,0,0,3,Low,1
42.0,Female,Caucasian,0.0,0.0,0.0,3.0,F,Medium,-3.0,0.0,5,1,In school,1,1,0,8,High,0
29.0,Female,Caucasian,0.0,0.0,0.0,1.0,F,Medium,-1.0,1.0,2,0,In school,0,0,0,6,Medium,0
31.0,Male,Hispanic,0.0,0.0,0.0,0.0,M,Low,0.0,0.0,4,1,Dropout,1,0,0,4,Low,1
